num,kmh_mph,mph_kmh,kmh_kms,kmh_mh,kmh_ms,kmh_fph,kmh_fps,kmh_nmph,kmh_nmps,kmh_yph,kmh_yps,kmh_mach,kmh_knots,mph_mps,mph_mh,mph_ms,mph_fph,mph_fps,mph_nmph,mph_nmps,mph_yph,mph_yps,mph_mach,mph_knots,kmh_mph1,kmh_mph2,kmh_mph3,kmh_mph4,kmh_mph5,kmh_mph6,kmh_mph7,kmh_mph8,kmh_mph9,mph_kmh1,mph_kmh2,mph_kmh3,mph_kmh4,mph_kmh5,mph_kmh6,mph_kmh7,mph_kmh8,mph_kmh9
53,32.932663,85.295232,0.014722222,53000,14.72222222,173884.52,48.30125556,28.6177104,0.007949364,57961.50481,16.100418,0.044437737,28.6177104,0.014722222,85295.232,23.69312,279840,77.73333333,46.055728,0.012793258,93280,25.91111111,0.069059,46.055728,32.9948001,33.0569372,33.1190743,33.1812114,33.2433485,33.3054856,33.3676227,33.4297598,33.4918969,85.4561664,85.6171008,85.7780352,85.9389696,86.099904,86.2608384,86.4217728,86.5827072,86.7436416
54,33.554034,86.904576,0.015,54000,15,177165.36,49.2126,29.1576672,0.008099352,59055.11811,16.40419947,0.045276185,29.1576672,0.015,86904.576,24.14016,285120,79.2,46.924704,0.01303464,95040,26.4,0.070362,46.924704,33.6161711,33.6783082,33.7404453,33.8025824,33.8647195,33.9268566,33.9889937,34.0511308,34.1132679,87.0655104,87.2264448,87.3873792,87.5483136,87.709248,87.8701824,88.0311168,88.1920512,88.3529856
55,34.175405,88.51392,0.015277778,55000,15.27777778,180446.2,50.12394444,29.697624,0.00824934,60148.73141,16.70798095,0.046114633,29.697624,0.015277778,88513.92,24.5872,290400,80.66666667,47.79368,0.013276022,96800,26.88888889,0.071665,47.79368,34.2375421,34.2996792,34.3618163,34.4239534,34.4860905,34.5482276,34.6103647,34.6725018,34.7346389,88.6748544,88.8357888,88.9967232,89.1576576,89.318592,89.4795264,89.6404608,89.8013952,89.9623296
56,34.796776,90.123264,0.015555556,56000,15.55555556,183727.04,51.03528889,30.2375808,0.008399328,61242.3447,17.01176242,0.046953081,30.2375808,0.015555556,90123.264,25.03424,295680,82.13333333,48.662656,0.013517404,98560,27.37777778,0.072968,48.662656,34.8589131,34.9210502,34.9831873,35.0453244,35.1074615,35.1695986,35.2317357,35.2938728,35.3560099,90.2841984,90.4451328,90.6060672,90.7670016,90.927936,91.0888704,91.2498048,91.4107392,91.5716736
57,35.418147,91.732608,0.015833333,57000,15.83333333,187007.88,51.94663333,30.7775376,0.008549316,62335.958,17.31554389,0.047791529,30.7775376,0.015833333,91732.608,25.48128,300960,83.6,49.531632,0.013758787,100320,27.86666667,0.074271,49.531632,35.4802841,35.5424212,35.6045583,35.6666954,35.7288325,35.7909696,35.8531067,35.9152438,35.9773809,91.8935424,92.0544768,92.2154112,92.3763456,92.53728,92.6982144,92.8591488,93.0200832,93.1810176
58,36.039518,93.341952,0.016111111,58000,16.11111111,190288.72,52.85797778,31.3174944,0.008699304,63429.5713,17.61932536,0.048629976,31.3174944,0.016111111,93341.952,25.92832,306240,85.06666667,50.400608,0.014000169,102080,28.35555556,0.075574,50.400608,36.1016551,36.1637922,36.2259293,36.2880664,36.3502035,36.4123406,36.4744777,36.5366148,36.5987519,93.5028864,93.6638208,93.8247552,93.9856896,94.146624,94.3075584,94.4684928,94.6294272,94.7903616
59,36.660889,94.951296,0.016388889,59000,16.38888889,193569.56,53.76932222,31.8574512,0.008849292,64523.1846,17.92310683,0.049468424,31.8574512,0.016388889,94951.296,26.37536,311520,86.53333333,51.269584,0.014241551,103840,28.84444444,0.076877,51.269584,36.7230261,36.7851632,36.8473003,36.9094374,36.9715745,37.0337116,37.0958487,37.1579858,37.2201229,95.1122304,95.2731648,95.4340992,95.5950336,95.755968,95.9169024,96.0778368,96.2387712,96.3997056
60,37.28226,96.56064,0.016666667,60000,16.66666667,196850.4,54.68066667,32.397408,0.00899928,65616.7979,18.22688831,0.050306872,32.397408,0.016666667,96560.64,26.8224,316800,88,52.13856,0.014482933,105600,29.33333333,0.07818,52.13856,37.3443971,37.4065342,37.4686713,37.5308084,37.5929455,37.6550826,37.7172197,37.7793568,37.8414939,96.7215744,96.8825088,97.0434432,97.2043776,97.365312,97.5262464,97.6871808,97.8481152,98.0090496
61,37.903631,98.169984,0.016944444,61000,16.94444444,200131.24,55.59201111,32.9373648,0.009149268,66710.4112,18.53066978,0.05114532,32.9373648,0.016944444,98169.984,27.26944,322080,89.46666667,53.007536,0.014724316,107360,29.82222222,0.079483,53.007536,37.9657681,38.0279052,38.0900423,38.1521794,38.2143165,38.2764536,38.3385907,38.4007278,38.4628649,98.3309184,98.4918528,98.6527872,98.8137216,98.974656,99.1355904,99.2965248,99.4574592,99.6183936
62,38.525002,99.779328,0.017222222,62000,17.22222222,203412.08,56.50335556,33.4773216,0.009299256,67804.02449,18.83445125,0.051983768,33.4773216,0.017222222,99779.328,27.71648,327360,90.93333333,53.876512,0.014965698,109120,30.31111111,0.080786,53.876512,38.5871391,38.6492762,38.7114133,38.7735504,38.8356875,38.8978246,38.9599617,39.0220988,39.0842359,99.9402624,100.1011968,100.2621312,100.4230656,100.584,100.7449344,100.9058688,101.0668032,101.2277376
63,39.146373,101.388672,0.0175,63000,17.5,206692.92,57.4147,34.0172784,0.009449244,68897.63779,19.13823272,0.052822216,34.0172784,0.0175,101388.672,28.16352,332640,92.4,54.745488,0.01520708,110880,30.8,0.082089,54.745488,39.2085101,39.2706472,39.3327843,39.3949214,39.4570585,39.5191956,39.5813327,39.6434698,39.7056069,101.5496064,101.7105408,101.8714752,102.0324096,102.193344,102.3542784,102.5152128,102.6761472,102.8370816
64,39.767744,102.998016,0.017777778,64000,17.77777778,209973.76,58.32604444,34.5572352,0.009599232,69991.25109,19.44201419,0.053660664,34.5572352,0.017777778,102998.016,28.61056,337920,93.86666667,55.614464,0.015448462,112640,31.28888889,0.083392,55.614464,39.8298811,39.8920182,39.9541553,40.0162924,40.0784295,40.1405666,40.2027037,40.2648408,40.3269779,103.1589504,103.3198848,103.4808192,103.6417536,103.802688,103.9636224,104.1245568,104.2854912,104.4464256
65,40.389115,104.60736,0.018055556,65000,18.05555556,213254.6,59.23738889,35.097192,0.00974922,71084.86439,19.74579566,0.054499112,35.097192,0.018055556,104607.36,29.0576,343200,95.33333333,56.48344,0.015689844,114400,31.77777778,0.084695,56.48344,40.4512521,40.5133892,40.5755263,40.6376634,40.6998005,40.7619376,40.8240747,40.8862118,40.9483489,104.7682944,104.9292288,105.0901632,105.2510976,105.412032,105.5729664,105.7339008,105.8948352,106.0557696
66,41.010486,106.216704,0.018333333,66000,18.33333333,216535.44,60.14873333,35.6371488,0.009899208,72178.47769,20.04957714,0.055337559,35.6371488,0.018333333,106216.704,29.50464,348480,96.8,57.352416,0.015931227,116160,32.26666667,0.085998,57.352416,41.0726231,41.1347602,41.1968973,41.2590344,41.3211715,41.3833086,41.4454457,41.5075828,41.5697199,106.3776384,106.5385728,106.6995072,106.8604416,107.021376,107.1823104,107.3432448,107.5041792,107.6651136
67,41.631857,107.826048,0.018611111,67000,18.61111111,219816.28,61.06007778,36.1771056,0.010049196,73272.09099,20.35335861,0.056176007,36.1771056,0.018611111,107826.048,29.95168,353760,98.26666667,58.221392,0.016172609,117920,32.75555556,0.087301,58.221392,41.6939941,41.7561312,41.8182683,41.8804054,41.9425425,42.0046796,42.0668167,42.1289538,42.1910909,107.9869824,108.1479168,108.3088512,108.4697856,108.63072,108.7916544,108.9525888,109.1135232,109.2744576
68,42.253228,109.435392,0.018888889,68000,18.88888889,223097.12,61.97142222,36.7170624,0.010199184,74365.70428,20.65714008,0.057014455,36.7170624,0.018888889,109435.392,30.39872,359040,99.73333333,59.090368,0.016413991,119680,33.24444444,0.088604,59.090368,42.3153651,42.3775022,42.4396393,42.5017764,42.5639135,42.6260506,42.6881877,42.7503248,42.8124619,109.5963264,109.7572608,109.9181952,110.0791296,110.240064,110.4009984,110.5619328,110.7228672,110.8838016
69,42.874599,111.044736,0.019166667,69000,19.16666667,226377.96,62.88276667,37.2570192,0.010349172,75459.31758,20.96092155,0.057852903,37.2570192,0.019166667,111044.736,30.84576,364320,101.2,59.959344,0.016655373,121440,33.73333333,0.089907,59.959344,42.9367361,42.9988732,43.0610103,43.1231474,43.1852845,43.2474216,43.3095587,43.3716958,43.4338329,111.2056704,111.3666048,111.5275392,111.6884736,111.849408,112.0103424,112.1712768,112.3322112,112.4931456
70,43.49597,112.65408,0.019444444,70000,19.44444444,229658.8,63.79411111,37.796976,0.01049916,76552.93088,21.26470302,0.058691351,37.796976,0.019444444,112654.08,31.2928,369600,102.6666667,60.82832,0.016896756,123200,34.22222222,0.09121,60.82832,43.5581071,43.6202442,43.6823813,43.7445184,43.8066555,43.8687926,43.9309297,43.9930668,44.0552039,112.8150144,112.9759488,113.1368832,113.2978176,113.458752,113.6196864,113.7806208,113.9415552,114.1024896
71,44.117341,114.263424,0.019722222,71000,19.72222222,232939.64,64.70545556,38.3369328,0.010649148,77646.54418,21.56848449,0.059529799,38.3369328,0.019722222,114263.424,31.73984,374880,104.1333333,61.697296,0.017138138,124960,34.71111111,0.092513,61.697296,44.1794781,44.2416152,44.3037523,44.3658894,44.4280265,44.4901636,44.5523007,44.6144378,44.6765749,114.4243584,114.5852928,114.7462272,114.9071616,115.068096,115.2290304,115.3899648,115.5508992,115.7118336
72,44.738712,115.872768,0.02,72000,20,236220.48,65.6168,38.8768896,0.010799136,78740.15748,21.87226597,0.060368247,38.8768896,0.02,115872.768,32.18688,380160,105.6,62.566272,0.01737952,126720,35.2,0.093816,62.566272,44.8008491,44.8629862,44.9251233,44.9872604,45.0493975,45.1115346,45.1736717,45.2358088,45.2979459,116.0337024,116.1946368,116.3555712,116.5165056,116.67744,116.8383744,116.9993088,117.1602432,117.3211776
73,45.360083,117.482112,0.020277778,73000,20.27777778,239501.32,66.52814444,39.4168464,0.010949124,79833.77078,22.17604744,0.061206695,39.4168464,0.020277778,117482.112,32.63392,385440,107.0666667,63.435248,0.017620902,128480,35.68888889,0.095119,63.435248,45.4222201,45.4843572,45.5464943,45.6086314,45.6707685,45.7329056,45.7950427,45.8571798,45.9193169,117.6430464,117.8039808,117.9649152,118.1258496,118.286784,118.4477184,118.6086528,118.7695872,118.9305216
74,45.981454,119.091456,0.020555556,74000,20.55555556,242782.16,67.43948889,39.9568032,0.011099112,80927.38407,22.47982891,0.062045142,39.9568032,0.020555556,119091.456,33.08096,390720,108.5333333,64.304224,0.017862284,130240,36.17777778,0.096422,64.304224,46.0435911,46.1057282,46.1678653,46.2300024,46.2921395,46.3542766,46.4164137,46.4785508,46.5406879,119.2523904,119.4133248,119.5742592,119.7351936,119.896128,120.0570624,120.2179968,120.3789312,120.5398656
75,46.602825,120.7008,0.020833333,75000,20.83333333,246063,68.35083333,40.49676,0.0112491,82020.99737,22.78361038,0.06288359,40.49676,0.020833333,120700.8,33.528,396000,110,65.1732,0.018103667,132000,36.66666667,0.097725,65.1732,46.6649621,46.7270992,46.7892363,46.8513734,46.9135105,46.9756476,47.0377847,47.0999218,47.1620589,120.8617344,121.0226688,121.1836032,121.3445376,121.505472,121.6664064,121.8273408,121.9882752,122.1492096
76,47.224196,122.310144,0.021111111,76000,21.11111111,249343.84,69.26217778,41.0367168,0.011399088,83114.61067,23.08739185,0.063722038,41.0367168,0.021111111,122310.144,33.97504,401280,111.4666667,66.042176,0.018345049,133760,37.15555556,0.099028,66.042176,47.2863331,47.3484702,47.4106073,47.4727444,47.5348815,47.5970186,47.6591557,47.7212928,47.7834299,122.4710784,122.6320128,122.7929472,122.9538816,123.114816,123.2757504,123.4366848,123.5976192,123.7585536
77,47.845567,123.919488,0.021388889,77000,21.38888889,252624.68,70.17352222,41.5766736,0.011549076,84208.22397,23.39117332,0.064560486,41.5766736,0.021388889,123919.488,34.42208,406560,112.9333333,66.911152,0.018586431,135520,37.64444444,0.100331,66.911152,47.9077041,47.9698412,48.0319783,48.0941154,48.1562525,48.2183896,48.2805267,48.3426638,48.4048009,124.0804224,124.2413568,124.4022912,124.5632256,124.72416,124.8850944,125.0460288,125.2069632,125.3678976
78,48.466938,125.528832,0.021666667,78000,21.66666667,255905.52,71.08486667,42.1166304,0.011699064,85301.83727,23.6949548,0.065398934,42.1166304,0.021666667,125528.832,34.86912,411840,114.4,67.780128,0.018827813,137280,38.13333333,0.101634,67.780128,48.5290751,48.5912122,48.6533493,48.7154864,48.7776235,48.8397606,48.9018977,48.9640348,49.0261719,125.6897664,125.8507008,126.0116352,126.1725696,126.333504,126.4944384,126.6553728,126.8163072,126.9772416
79,49.088309,127.138176,0.021944444,79000,21.94444444,259186.36,71.99621111,42.6565872,0.011849052,86395.45057,23.99873627,0.066237382,42.6565872,0.021944444,127138.176,35.31616,417120,115.8666667,68.649104,0.019069196,139040,38.62222222,0.102937,68.649104,49.1504461,49.2125832,49.2747203,49.3368574,49.3989945,49.4611316,49.5232687,49.5854058,49.6475429,127.2991104,127.4600448,127.6209792,127.7819136,127.942848,128.1037824,128.2647168,128.4256512,128.5865856
80,49.70968,128.74752,0.022222222,80000,22.22222222,262467.2,72.90755556,43.196544,0.01199904,87489.06386,24.30251774,0.06707583,43.196544,0.022222222,128747.52,35.7632,422400,117.3333333,69.51808,0.019310578,140800,39.11111111,0.10424,69.51808,49.7718171,49.8339542,49.8960913,49.9582284,50.0203655,50.0825026,50.1446397,50.2067768,50.2689139,128.9084544,129.0693888,129.2303232,129.3912576,129.552192,129.7131264,129.8740608,130.0349952,130.1959296
81,50.331051,130.356864,0.0225,81000,22.5,265748.04,73.8189,43.7365008,0.012149028,88582.67716,24.60629921,0.067914277,43.7365008,0.0225,130356.864,36.21024,427680,118.8,70.387056,0.01955196,142560,39.6,0.105543,70.387056,50.3931881,50.4553252,50.5174623,50.5795994,50.6417365,50.7038736,50.7660107,50.8281478,50.8902849,130.5177984,130.6787328,130.8396672,131.0006016,131.161536,131.3224704,131.4834048,131.6443392,131.8052736
82,50.952422,131.966208,0.022777778,82000,22.77777778,269028.88,74.73024444,44.2764576,0.012299016,89676.29046,24.91008068,0.068752725,44.2764576,0.022777778,131966.208,36.65728,432960,120.2666667,71.256032,0.019793342,144320,40.08888889,0.106846,71.256032,51.0145591,51.0766962,51.1388333,51.2009704,51.2631075,51.3252446,51.3873817,51.4495188,51.5116559,132.1271424,132.2880768,132.4490112,132.6099456,132.77088,132.9318144,133.0927488,133.2536832,133.4146176
83,51.573793,133.575552,0.023055556,83000,23.05555556,272309.72,75.64158889,44.8164144,0.012449004,90769.90376,25.21386216,0.069591173,44.8164144,0.023055556,133575.552,37.10432,438240,121.7333333,72.125008,0.020034724,146080,40.57777778,0.108149,72.125008,51.6359301,51.6980672,51.7602043,51.8223414,51.8844785,51.9466156,52.0087527,52.0708898,52.1330269,133.7364864,133.8974208,134.0583552,134.2192896,134.380224,134.5411584,134.7020928,134.8630272,135.0239616
84,52.195164,135.184896,0.023333333,84000,23.33333333,275590.56,76.55293333,45.3563712,0.012598992,91863.51706,25.51764363,0.070429621,45.3563712,0.023333333,135184.896,37.55136,443520,123.2,72.993984,0.020276107,147840,41.06666667,0.109452,72.993984,52.2573011,52.3194382,52.3815753,52.4437124,52.5058495,52.5679866,52.6301237,52.6922608,52.7543979,135.3458304,135.5067648,135.6676992,135.8286336,135.989568,136.1505024,136.3114368,136.4723712,136.6333056
85,52.816535,136.79424,0.023611111,85000,23.61111111,278871.4,77.46427778,45.896328,0.01274898,92957.13036,25.8214251,0.071268069,45.896328,0.023611111,136794.24,37.9984,448800,124.6666667,73.86296,0.020517489,149600,41.55555556,0.110755,73.86296,52.8786721,52.9408092,53.0029463,53.0650834,53.1272205,53.1893576,53.2514947,53.3136318,53.3757689,136.9551744,137.1161088,137.2770432,137.4379776,137.598912,137.7598464,137.9207808,138.0817152,138.2426496
86,53.437906,138.403584,0.023888889,86000,23.88888889,282152.24,78.37562222,46.4362848,0.012898968,94050.74365,26.12520657,0.072106517,46.4362848,0.023888889,138403.584,38.44544,454080,126.1333333,74.731936,0.020758871,151360,42.04444444,0.112058,74.731936,53.5000431,53.5621802,53.6243173,53.6864544,53.7485915,53.8107286,53.8728657,53.9350028,53.9971399,138.5645184,138.7254528,138.8863872,139.0473216,139.208256,139.3691904,139.5301248,139.6910592,139.8519936
87,54.059277,140.012928,0.024166667,87000,24.16666667,285433.08,79.28696667,46.9762416,0.013048956,95144.35695,26.42898804,0.072944965,46.9762416,0.024166667,140012.928,38.89248,459360,127.6,75.600912,0.021000253,153120,42.53333333,0.113361,75.600912,54.1214141,54.1835512,54.2456883,54.3078254,54.3699625,54.4320996,54.4942367,54.5563738,54.6185109,140.1738624,140.3347968,140.4957312,140.6566656,140.8176,140.9785344,141.1394688,141.3004032,141.4613376
88,54.680648,141.622272,0.024444444,88000,24.44444444,288713.92,80.19831111,47.5161984,0.013198944,96237.97025,26.73276951,0.073783413,47.5161984,0.024444444,141622.272,39.33952,464640,129.0666667,76.469888,0.021241636,154880,43.02222222,0.114664,76.469888,54.7427851,54.8049222,54.8670593,54.9291964,54.9913335,55.0534706,55.1156077,55.1777448,55.2398819,141.7832064,141.9441408,142.1050752,142.2660096,142.426944,142.5878784,142.7488128,142.9097472,143.0706816
89,55.302019,143.231616,0.024722222,89000,24.72222222,291994.76,81.10965556,48.0561552,0.013348932,97331.58355,27.03655099,0.07462186,48.0561552,0.024722222,143231.616,39.78656,469920,130.5333333,77.338864,0.021483018,156640,43.51111111,0.115967,77.338864,55.3641561,55.4262932,55.4884303,55.5505674,55.6127045,55.6748416,55.7369787,55.7991158,55.8612529,143.3925504,143.5534848,143.7144192,143.8753536,144.036288,144.1972224,144.3581568,144.5190912,144.6800256
90,55.92339,144.84096,0.025,90000,25,295275.6,82.021,48.596112,0.01349892,98425.19685,27.34033246,0.075460308,48.596112,0.025,144840.96,40.2336,475200,132,78.20784,0.0217244,158400,44,0.11727,78.20784,55.9855271,56.0476642,56.1098013,56.1719384,56.2340755,56.2962126,56.3583497,56.4204868,56.4826239,145.0018944,145.1628288,145.3237632,145.4846976,145.645632,145.8065664,145.9675008,146.1284352,146.2893696
91,56.544761,146.450304,0.025277778,91000,25.27777778,298556.44,82.93234444,49.1360688,0.013648908,99518.81015,27.64411393,0.076298756,49.1360688,0.025277778,146450.304,40.68064,480480,133.4666667,79.076816,0.021965782,160160,44.48888889,0.118573,79.076816,56.6068981,56.6690352,56.7311723,56.7933094,56.8554465,56.9175836,56.9797207,57.0418578,57.1039949,146.6112384,146.7721728,146.9331072,147.0940416,147.254976,147.4159104,147.5768448,147.7377792,147.8987136
92,57.166132,148.059648,0.025555556,92000,25.55555556,301837.28,83.84368889,49.6760256,0.013798896,100612.4234,27.9478954,0.077137204,49.6760256,0.025555556,148059.648,41.12768,485760,134.9333333,79.945792,0.022207164,161920,44.97777778,0.119876,79.945792,57.2282691,57.2904062,57.3525433,57.4146804,57.4768175,57.5389546,57.6010917,57.6632288,57.7253659,148.2205824,148.3815168,148.5424512,148.7033856,148.86432,149.0252544,149.1861888,149.3471232,149.5080576
93,57.787503,149.668992,0.025833333,93000,25.83333333,305118.12,84.75503333,50.2159824,0.013948884,101706.0367,28.25167687,0.077975652,50.2159824,0.025833333,149668.992,41.57472,491040,136.4,80.814768,0.022448547,163680,45.46666667,0.121179,80.814768,57.8496401,57.9117772,57.9739143,58.0360514,58.0981885,58.1603256,58.2224627,58.2845998,58.3467369,149.8299264,149.9908608,150.1517952,150.3127296,150.473664,150.6345984,150.7955328,150.9564672,151.1174016
94,58.408874,151.278336,0.026111111,94000,26.11111111,308398.96,85.66637778,50.7559392,0.014098872,102799.65,28.55545834,0.0788141,50.7559392,0.026111111,151278.336,42.02176,496320,137.8666667,81.683744,0.022689929,165440,45.95555556,0.122482,81.683744,58.4710111,58.5331482,58.5952853,58.6574224,58.7195595,58.7816966,58.8438337,58.9059708,58.9681079,151.4392704,151.6002048,151.7611392,151.9220736,152.083008,152.2439424,152.4048768,152.5658112,152.7267456
95,59.030245,152.88768,0.026388889,95000,26.38888889,311679.8,86.57772222,51.295896,0.01424886,103893.2633,28.85923982,0.079652548,51.295896,0.026388889,152887.68,42.4688,501600,139.3333333,82.55272,0.022931311,167200,46.44444444,0.123785,82.55272,59.0923821,59.1545192,59.2166563,59.2787934,59.3409305,59.4030676,59.4652047,59.5273418,59.5894789,153.0486144,153.2095488,153.3704832,153.5314176,153.692352,153.8532864,154.0142208,154.1751552,154.3360896
96,59.651616,154.497024,0.026666667,96000,26.66666667,314960.64,87.48906667,51.8358528,0.014398848,104986.8766,29.16302129,0.080490996,51.8358528,0.026666667,154497.024,42.91584,506880,140.8,83.421696,0.023172693,168960,46.93333333,0.125088,83.421696,59.7137531,59.7758902,59.8380273,59.9001644,59.9623015,60.0244386,60.0865757,60.1487128,60.2108499,154.6579584,154.8188928,154.9798272,155.1407616,155.301696,155.4626304,155.6235648,155.7844992,155.9454336
97,60.272987,156.106368,0.026944444,97000,26.94444444,318241.48,88.40041111,52.3758096,0.014548836,106080.4899,29.46680276,0.081329443,52.3758096,0.026944444,156106.368,43.36288,512160,142.2666667,84.290672,0.023414076,170720,47.42222222,0.126391,84.290672,60.3351241,60.3972612,60.4593983,60.5215354,60.5836725,60.6458096,60.7079467,60.7700838,60.8322209,156.2673024,156.4282368,156.5891712,156.7501056,156.91104,157.0719744,157.2329088,157.3938432,157.5547776
98,60.894358,157.715712,0.027222222,98000,27.22222222,321522.32,89.31175556,52.9157664,0.014698824,107174.1032,29.77058423,0.082167891,52.9157664,0.027222222,157715.712,43.80992,517440,143.7333333,85.159648,0.023655458,172480,47.91111111,0.127694,85.159648,60.9564951,61.0186322,61.0807693,61.1429064,61.2050435,61.2671806,61.3293177,61.3914548,61.4535919,157.8766464,158.0375808,158.1985152,158.3594496,158.520384,158.6813184,158.8422528,159.0031872,159.1641216
99,61.515729,159.325056,0.0275,99000,27.5,324803.16,90.2231,53.4557232,0.014848812,108267.7165,30.0743657,0.083006339,53.4557232,0.0275,159325.056,44.25696,522720,145.2,86.028624,0.02389684,174240,48.4,0.128997,86.028624,61.5778661,61.6400032,61.7021403,61.7642774,61.8264145,61.8885516,61.9506887,62.0128258,62.0749629,159.4859904,159.6469248,159.8078592,159.9687936,160.129728,160.2906624,160.4515968,160.6125312,160.7734656
100,62.1371,160.9344,0.027777778,100000,27.77777778,328084,91.13444444,53.99568,0.0149988,109361.3298,30.37814718,0.083844787,53.99568,0.027777778,160934.4,44.704,528000,146.6666667,86.8976,0.024138222,176000,48.88888889,0.1303,86.8976,62.1992371,62.2613742,62.3235113,62.3856484,62.4477855,62.5099226,62.5720597,62.6341968,62.6963339,161.0953344,161.2562688,161.4172032,161.5781376,161.739072,161.9000064,162.0609408,162.2218752,162.3828096
101,62.758471,162.543744,0.028055556,101000,28.05555556,331364.84,92.04578889,54.5356368,0.015148788,110454.9431,30.68192865,0.084683235,54.5356368,0.028055556,162543.744,45.15104,533280,148.1333333,87.766576,0.024379604,177760,49.37777778,0.131603,87.766576,62.8206081,62.8827452,62.9448823,63.0070194,63.0691565,63.1312936,63.1934307,63.2555678,63.3177049,162.7046784,162.8656128,163.0265472,163.1874816,163.348416,163.5093504,163.6702848,163.8312192,163.9921536
